,discount,order_priority,profit,quantity,sales,segment_Corporate,ship_mode_Second Class,ship_mode_Standard Class,shipping_cost,weeknum,year 
3970,0.0,High,54.54,6,781,0.0,0.0,1.0,87.05,13,2011
3971,0.0,High,0.0,3,442,0.0,0.0,1.0,48.2,23,2011
3972,0.0,High,73.14,1,318,0.0,0.0,1.0,20.8,37,2011
3973,0.0,High,239.49,3,1141,0.0,0.0,1.0,113.95,40,2011
3974,0.0,High,170.25,5,1892,0.0,0.0,1.0,154.94,40,2011
3975,0.0,High,331.92,8,1383,0.0,0.0,1.0,135.89,46,2011
3976,0.0,High,37.05,5,744,0.0,0.0,1.0,119.49,48,2011
3977,0.0,High,124.02,6,1774,0.0,0.0,1.0,140.99,50,2011
3978,0.0,High,261.18,2,637,0.0,0.0,1.0,141.2,51,2011
3979,0.0,High,100.62,1,201,0.0,0.0,1.0,31.783,3,2011
3980,0.0,High,77.67,3,486,0.0,0.0,1.0,53.02,3,2011
3981,0.0,High,118.02,1,311,0.0,0.0,1.0,27.7,5,2011
3982,0.0,High,90.03,1,311,0.0,0.0,1.0,48.52,10,2011
3983,0.0,High,263.04,2,598,0.0,0.0,1.0,43.14,10,2011
3984,0.0,High,6.24,2,625,0.0,0.0,1.0,87.93,16,2011
3985,0.0,High,35.1,3,234,0.0,0.0,1.0,22.1,17,2011
3986,0.0,High,14.76,3,369,0.0,0.0,1.0,32.71,19,2011
3987,0.0,High,1.5,2,77,0.0,0.0,1.0,8.73,21,2011
3988,0.0,High,266.1,5,605,0.0,0.0,1.0,60.1,25,2011
3989,0.0,High,8.34,3,93,0.0,0.0,1.0,9.246,25,2011
3990,0.0,High,57.81,1,170,1.0,0.0,1.0,12.27,25,2011
3991,0.0,High,6.24,2,628,0.0,0.0,1.0,89.13,27,2011
3992,0.0,High,38.88,4,130,0.0,0.0,1.0,23.755,32,2011
3993,0.0,High,97.12,2,216,0.0,0.0,1.0,26.597,35,2011
3994,0.0,High,139.3,7,557,0.0,0.0,1.0,73.593,35,2011
3995,0.0,High,29.88,1,73,0.0,0.0,1.0,7.78,39,2011
3996,0.0,High,181.92,8,371,0.0,0.0,1.0,38.72,43,2011
3997,0.0,High,9.03,1,302,1.0,0.0,1.0,15.57,47,2011
3998,0.0,High,244.86,7,583,0.0,0.0,1.0,70.98,48,2011
3999,0.0,High,3.39,1,85,1.0,0.0,1.0,9.91,49,2011
4000,0.0,High,70.92,2,245,0.0,0.0,1.0,51.57,51,2011
4001,0.0,High,2.64,1,267,0.0,0.0,1.0,36.77,53,2011
4002,0.0,High,686.4,5,1674,0.0,0.0,1.0,163.21,38,2011
4003,0.0,High,166.92,2,539,1.0,0.0,1.0,73.73,41,2011
4004,0.0,High,886.68,4,3695,1.0,0.0,1.0,382.77,41,2011
4005,0.0,High,67.38,1,518,0.0,0.0,1.0,61.72,41,2011
4006,0.0,High,338.34,2,825,0.0,0.0,1.0,77.08,4,2011
4007,0.0,High,353.22,2,822,1.0,0.0,1.0,67.95,7,2011
4008,0.0,High,341.73,3,1314,1.0,0.0,1.0,150.4,10,2011
4009,0.0,High,25.38,3,424,1.0,0.0,1.0,53.34,19,2011
4010,0.0,High,130.24,2,482,1.0,0.0,1.0,66.702,23,2011
4011,0.0,High,30.08,1,84,0.0,0.0,1.0,15.789,25,2011
4012,0.0,High,123.36,2,822,1.0,0.0,1.0,133.88,41,2011
4013,0.0,High,303.7,5,1381,0.0,0.0,1.0,261.262,45,2011
4014,0.0,High,49.5,6,2479,0.0,0.0,1.0,349.87,2,2011
4015,0.0,High,446.04,6,2624,0.0,0.0,1.0,359.28,14,2011
4016,0.0,High,10.05,1,144,0.0,0.0,1.0,10.21,16,2011
4017,0.0,High,80.04,3,250,0.0,0.0,1.0,44.911,16,2011
4018,0.0,High,120.36,1,365,0.0,0.0,1.0,49.8,17,2011
4019,0.0,High,27.84,2,164,0.0,0.0,1.0,21.325,25,2011
4020,0.0,High,160.47,3,518,0.0,0.0,1.0,59.37,39,2011
4021,0.0,High,420.72,4,1107,0.0,0.0,1.0,105.338,39,2011
4022,0.0,High,0.96,1,98,0.0,0.0,1.0,8.691,42,2011
4023,0.0,High,1073.44,8,2191,0.0,0.0,1.0,88.73,44,2011
4024,0.0,High,86.82,3,248,0.0,0.0,1.0,33.757,46,2011
4025,0.0,High,83.04,4,1661,0.0,0.0,1.0,244.07,46,2011
4026,0.0,High,59.46,2,297,0.0,0.0,1.0,24.59,46,2011
4027,0.0,High,253.32,4,667,1.0,0.0,1.0,81.26,2,2011
4028,0.0,High,288.75,5,705,1.0,0.0,1.0,64.4,10,2011
4029,0.0,High,122.7,2,341,0.0,0.0,1.0,45.24,12,2011
4030,0.0,High,84.4,5,172,0.0,0.0,1.0,13.044,24,2011
4031,0.0,High,31.32,3,392,0.0,0.0,1.0,46.55,32,2011
4032,0.0,High,142.08,1,474,0.0,0.0,1.0,42.96,36,2011
4033,0.0,High,44.52,3,149,0.0,0.0,1.0,6.499,37,2011
4034,0.0,High,202.86,7,414,0.0,0.0,1.0,39.82,37,2011
4035,0.0,High,59.19,1,456,1.0,0.0,1.0,55.4,38,2011
4036,0.0,High,20.58,3,343,0.0,0.0,1.0,43.088,39,2011
4037,0.0,High,12.18,3,94,0.0,0.0,1.0,12.644,40,2011
4038,0.0,High,87.76,4,382,0.0,0.0,1.0,61.235,44,2011
4039,0.0,High,357.48,6,993,0.0,0.0,1.0,99.17,45,2011
4040,0.0,High,138.96,6,323,0.0,0.0,1.0,22.45,45,2011
4041,0.0,High,6.12,2,61,0.0,0.0,1.0,11.397,46,2011
4042,0.0,High,8.6,2,78,0.0,0.0,1.0,8.32,46,2011
4043,0.0,High,55.64,2,618,0.0,0.0,1.0,75.526,47,2011
4044,0.0,High,29.0,1,107,0.0,0.0,1.0,10.823,48,2011
4045,0.0,High,45.21,1,94,0.0,0.0,1.0,6.72,51,2011
4046,0.0,High,7.38,1,26,1.0,0.0,1.0,2.88,2,2011
4047,0.0,High,2.6,5,67,0.0,0.0,1.0,11.367,8,2011
4048,0.0,High,108.24,8,252,1.0,0.0,1.0,11.19,19,2011
4049,0.0,High,4.08,1,17,1.0,0.0,1.0,2.32,24,2011
4050,0.0,High,14.76,2,53,0.0,0.0,1.0,6.87,33,2011
4051,0.0,High,0.0,4,208,0.0,0.0,1.0,18.11,33,2011
4052,0.0,High,15.81,1,57,1.0,0.0,1.0,5.76,43,2011
4053,0.0,High,57.2,4,130,0.0,0.0,1.0,23.135,45,2011
4054,0.0,High,10.36,1,33,1.0,0.0,1.0,1.858,49,2011
4055,0.0,High,140.4,4,439,1.0,0.0,1.0,53.77,49,2011
4056,0.0,High,108.24,8,349,1.0,0.0,1.0,48.87,49,2011
4057,0.0,High,45.64,7,191,1.0,0.0,1.0,16.666,51,2011
4058,0.0,High,52.38,3,142,0.0,0.0,1.0,15.62,3,2011
4059,0.0,High,148.5,6,310,0.0,0.0,1.0,19.65,6,2011
4060,0.0,High,29.76,2,103,0.0,0.0,1.0,20.15,9,2011
4061,0.0,High,37.98,6,293,0.0,0.0,1.0,27.13,17,2011
4062,0.0,High,3.48,1,58,0.0,0.0,1.0,7.76,17,2011
4063,0.0,High,117.72,4,453,0.0,0.0,1.0,79.49,18,2011
4064,0.0,High,22.8,2,51,0.0,0.0,1.0,5.68,19,2011
4065,0.0,High,2.97,3,151,0.0,0.0,1.0,10.55,19,2011
4066,0.0,High,18.8,2,67,0.0,0.0,1.0,7.109,23,2011
4067,0.0,High,7.48,2,27,0.0,0.0,1.0,2.04,25,2011
4068,0.0,High,8.04,2,40,0.0,0.0,1.0,6.91,29,2011
4069,0.0,High,13.56,2,85,0.0,0.0,1.0,7.64,32,2011
4070,0.0,High,9.0,4,76,0.0,0.0,1.0,10.6,35,2011
4071,0.0,High,21.96,2,88,0.0,0.0,1.0,15.25,36,2011
4072,0.0,High,14.4,3,38,0.0,0.0,1.0,4.929,37,2011
4073,0.0,High,22.68,2,63,0.0,0.0,1.0,8.266,38,2011
4074,0.0,High,96.72,8,880,0.0,0.0,1.0,101.23,41,2011
4075,0.0,High,78.72,4,207,0.0,0.0,1.0,29.41,41,2011
4076,0.0,High,45.6,4,101,0.0,0.0,1.0,8.71,43,2011
4077,0.0,High,55.89,3,155,0.0,0.0,1.0,22.49,48,2011
4078,0.0,High,68.13,3,324,0.0,0.0,1.0,24.63,50,2011
4079,0.0,High,21.03,1,42,0.0,0.0,1.0,4.7,51,2011
4080,0.0,Low,121.44,4,405,0.0,0.0,1.0,26.734,4,2011
4081,0.0,Low,19.92,4,667,0.0,0.0,1.0,70.0,17,2011
4082,0.0,Low,23.4,4,195,0.0,0.0,1.0,24.8,20,2011
4083,0.0,Low,14.25,5,713,0.0,0.0,1.0,82.24,24,2011
4084,0.0,Low,329.28,8,672,0.0,0.0,1.0,88.37,24,2011
4085,0.0,Low,183.36,4,764,1.0,0.0,1.0,95.59,26,2011
4086,0.0,Low,36.9,5,616,0.0,0.0,1.0,105.5,32,2011
4087,0.0,Low,190.2,5,396,0.0,0.0,1.0,26.08,34,2011
4088,0.0,Low,160.74,6,392,0.0,0.0,1.0,38.8,34,2011
4089,0.0,Low,68.7,5,222,0.0,0.0,1.0,25.689,36,2011
4090,0.0,Low,200.52,4,1254,0.0,0.0,1.0,234.11,40,2011
4091,0.0,Low,175.68,9,676,0.0,0.0,1.0,46.833,44,2011
4092,0.0,Low,181.2,5,432,0.0,0.0,1.0,54.9,46,2011
4093,0.0,Low,21.9,5,244,0.0,0.0,1.0,36.311,47,2011
4094,0.0,Low,127.32,4,490,0.0,0.0,1.0,48.09,47,2011
4095,0.0,Low,32.88,4,157,0.0,0.0,1.0,24.62,48,2011
4096,0.0,Low,118.2,10,911,1.0,0.0,1.0,78.496,50,2011
4097,0.0,Low,155.68,7,318,1.0,0.0,1.0,32.463,53,2011
4098,0.0,Low,120.82,7,576,0.0,0.0,1.0,55.573,17,2011
4099,0.0,Low,105.84,6,1059,0.0,0.0,1.0,86.92,21,2011
4100,0.0,Low,8.7,5,220,0.0,0.0,1.0,25.83,34,2011
4101,0.0,Low,179.76,7,749,0.0,0.0,1.0,85.46,38,2011
4102,0.0,Low,36.15,5,117,1.0,0.0,1.0,15.97,38,2011
4103,0.0,Low,290.43,7,854,0.0,0.0,1.0,31.32,40,2011
4104,0.0,Low,92.88,6,845,1.0,0.0,1.0,131.7,42,2011
4105,0.0,Low,123.75,5,2063,0.0,0.0,1.0,216.99,47,2011
4106,0.0,Low,128.4,5,857,0.0,0.0,1.0,102.58,47,2011
4107,0.0,Low,71.4,4,596,0.0,0.0,1.0,45.37,50,2011
4108,0.0,Low,187.68,4,458,1.0,0.0,1.0,39.382,53,2011
4109,0.0,Low,18.9,3,76,0.0,0.0,1.0,14.32,27,2011
4110,0.0,Low,3.3,3,332,0.0,0.0,1.0,49.688,39,2011
4111,0.0,Low,179.46,3,359,0.0,0.0,1.0,47.53,39,2011
4112,0.0,Low,2.25,3,115,0.0,0.0,1.0,8.09,39,2011
4113,0.0,Low,41.22,3,88,0.0,0.0,1.0,8.509,44,2011
4114,0.0,Low,259.65,3,590,0.0,0.0,1.0,59.78,44,2011
4115,0.0,Low,36.27,3,145,1.0,0.0,1.0,25.08,46,2011
4116,0.0,Low,15.93,3,200,0.0,0.0,1.0,27.68,52,2011
4117,0.0,Low,0.0,3,115,1.0,0.0,1.0,5.613,53,2011
4118,0.0,Low,22.92,1,49,0.0,0.0,1.0,5.82,2,2011
4119,0.0,Low,146.52,1,458,1.0,0.0,1.0,73.37,26,2011
4120,0.0,Low,7.38,1,74,1.0,0.0,1.0,5.72,26,2011
4121,0.0,Low,28.08,1,117,1.0,0.0,1.0,21.13,26,2011
4122,0.0,Low,3.54,1,89,0.0,0.0,1.0,9.24,27,2011
4123,0.0,Low,311.7,1,636,1.0,0.0,1.0,41.29,31,2011
4124,0.0,Low,46.86,1,260,0.0,0.0,1.0,28.43,31,2011
4125,0.0,Low,169.14,1,457,0.0,0.0,1.0,82.46,33,2011
4126,0.0,Low,20.73,1,173,0.0,0.0,1.0,25.8,34,2011
4127,0.0,Low,20.76,1,415,1.0,0.0,1.0,53.21,36,2011
4128,0.0,Low,86.46,1,412,0.0,0.0,1.0,44.82,41,2011
4129,0.0,Low,47.1,1,112,1.0,0.0,1.0,11.06,42,2011
4130,0.0,Low,10.0,1,44,0.0,0.0,1.0,3.748,43,2011
4131,0.0,Low,18.63,1,52,0.0,0.0,1.0,6.83,47,2011
4132,0.0,Low,31.23,1,260,0.0,0.0,1.0,24.2,52,2011
4133,0.0,Low,63.33,1,167,0.0,0.0,1.0,29.14,52,2011
4134,0.0,Low,18.96,1,146,0.0,0.0,1.0,16.1,52,2011
4135,0.0,Low,127.71,1,387,0.0,0.0,1.0,49.21,53,2011
4136,0.0,Low,16.4,2,182,0.0,0.0,1.0,19.104,4,2011
4137,0.0,Low,56.46,2,297,1.0,0.0,1.0,51.95,9,2011
4138,0.0,Low,127.74,2,336,0.0,0.0,1.0,41.92,14,2011
4139,0.0,Low,1.64,2,55,0.0,0.0,1.0,7.18,17,2011
4140,0.0,Low,23.1,2,96,1.0,0.0,1.0,10.01,18,2011
4141,0.0,Low,72.84,2,162,0.0,0.0,1.0,19.04,19,2011
4142,0.0,Low,27.06,2,87,0.0,0.0,1.0,11.53,21,2011
4143,0.0,Low,158.88,2,331,0.0,0.0,1.0,31.94,24,2011
4144,0.0,Low,13.26,2,265,0.0,0.0,1.0,13.2,25,2011
4145,0.0,Low,49.74,2,249,1.0,0.0,1.0,43.42,26,2011
4146,0.0,Low,52.62,2,132,0.0,0.0,1.0,18.34,27,2011
4147,0.0,Low,24.18,2,220,0.0,0.0,1.0,26.1,27,2011
4148,0.0,Low,338.46,2,1058,0.0,0.0,1.0,118.56,29,2011
4149,0.0,Low,251.4,2,513,0.0,0.0,1.0,26.83,33,2011
4150,0.0,Low,28.98,2,100,0.0,0.0,1.0,9.55,39,2011
4151,0.0,Low,253.26,2,724,0.0,0.0,1.0,128.88,43,2011
4152,0.0,Low,8.24,2,83,0.0,0.0,1.0,4.372,44,2011
4153,0.0,Low,122.58,2,250,0.0,0.0,1.0,26.39,47,2011
4154,0.0,Low,89.46,2,289,0.0,0.0,1.0,59.28,47,2011
4155,0.0,Low,113.46,2,299,0.0,0.0,1.0,14.26,47,2011
4156,0.0,Low,39.96,2,93,0.0,0.0,1.0,5.62,48,2011
4157,0.0,Low,31.2,2,101,1.0,0.0,1.0,10.25,51,2011
4158,0.0,Low,0.0,2,104,0.0,0.0,1.0,10.87,52,2011
4159,0.0,Low,89.94,2,243,0.0,0.0,1.0,16.18,52,2011
4160,0.0,High,445.26,2,968,0.0,1.0,0.0,80.13,3,2011
4161,0.0,Critical,384.81,1,855,0.0,0.0,0.0,325.04,23,2011
4162,0.0,High,873.36,4,1782,0.0,0.0,0.0,266.4,36,2011
4163,0.0,Critical,341.49,1,923,0.0,0.0,0.0,282.09,36,2011
4164,0.0,Critical,682.92,4,2134,0.0,1.0,0.0,315.57,37,2011
4165,0.0,Critical,130.08,4,1859,0.0,0.0,0.0,590.56,46,2011
4166,0.0,Critical,720.36,2,1715,1.0,0.0,0.0,725.57,51,2011
4167,0.0,Critical,311.85,3,1356,1.0,0.0,0.0,458.97,51,2011
4168,0.0,Medium,115.2,6,2880,0.0,1.0,0.0,250.06,52,2011
4169,0.0,Medium,609.84,6,1648,0.0,1.0,0.0,109.129,2,2011
4170,0.0,Medium,198.32,4,1102,0.0,0.0,0.0,146.119,5,2011
4171,0.0,Medium,105.21,7,1052,1.0,0.0,0.0,154.4,6,2011
4172,0.0,High,41.25,5,2066,1.0,0.0,0.0,248.81,9,2011
4173,0.0,Medium,280.92,6,685,1.0,1.0,0.0,88.392,9,2011
4174,0.0,Medium,541.44,8,1354,1.0,0.0,0.0,155.51,23,2011
4175,0.0,Medium,192.42,3,506,1.0,0.0,0.0,80.97,24,2011
4176,0.0,High,390.6,5,2056,0.0,0.0,0.0,372.5,24,2011
4177,0.0,High,653.1,5,1814,0.0,1.0,0.0,274.63,25,2011
4178,0.0,High,203.04,3,508,0.0,1.0,0.0,52.81,26,2011
4179,0.0,Critical,120.48,4,463,1.0,0.0,0.0,30.137,27,2011
4180,0.0,High,378.84,6,1457,0.0,0.0,0.0,138.78,31,2011
4181,0.0,Critical,12.87,3,431,0.0,0.0,0.0,64.74,34,2011
4182,0.0,Critical,92.43,3,514,0.0,0.0,0.0,125.15,35,2011
4183,0.0,High,254.28,4,687,0.0,1.0,0.0,88.59,39,2011
4184,0.0,High,158.9,5,568,1.0,1.0,0.0,66.39,39,2011
4185,0.0,High,511.52,8,2325,0.0,1.0,0.0,347.815,40,2011
4186,0.0,High,55.0,5,1376,1.0,0.0,0.0,168.814,42,2011
4187,0.0,Medium,518.76,6,2471,0.0,1.0,0.0,276.29,44,2011
4188,0.0,Medium,58.72,4,1175,0.0,0.0,0.0,153.053,48,2011
4189,0.0,High,148.5,5,990,0.0,0.0,0.0,1.7,50,2011
4190,0.0,Critical,153.75,5,2198,1.0,0.0,0.0,627.27,51,2011
4191,0.0,Medium,420.3,3,1236,0.0,1.0,0.0,139.93,53,2011
4192,0.0,Critical,159.87,1,363,1.0,0.0,0.0,134.59,3,2011
4193,0.0,Medium,44.97,1,122,0.0,1.0,0.0,3.96,11,2011
4194,0.0,Medium,132.54,1,414,0.0,0.0,0.0,48.6,19,2011
4195,0.0,High,4.29,1,144,1.0,1.0,0.0,5.85,32,2011
4196,0.0,Critical,64.14,1,169,0.0,0.0,0.0,60.25,34,2011
4197,0.0,Medium,34.72,1,96,1.0,0.0,0.0,4.426,34,2011
4198,0.0,Critical,53.49,1,122,0.0,0.0,0.0,30.81,37,2011
4199,0.0,Medium,6.6,1,94,1.0,1.0,0.0,1.473,41,2011
4200,0.0,High,14.28,1,95,0.0,1.0,0.0,12.277,41,2011
4201,0.0,Medium,19.59,1,392,0.0,1.0,0.0,38.28,47,2011
4202,0.0,Critical,41.4,1,143,0.0,0.0,0.0,59.59,48,2011
4203,0.0,High,41.4,1,143,1.0,1.0,0.0,7.28,50,2011
4204,0.0,High,53.34,1,148,0.0,1.0,0.0,23.54,51,2011
4205,0.0,Critical,24.54,1,98,0.0,0.0,0.0,18.071,51,2011
4206,0.0,Medium,37.1,1,84,0.0,0.0,0.0,20.922,52,2011
4207,0.0,High,338.34,2,825,0.0,0.0,0.0,88.97,4,2011
4208,0.0,Medium,240.72,2,729,0.0,1.0,0.0,56.01,6,2011
4209,0.0,Medium,114.06,2,346,0.0,1.0,0.0,27.59,9,2011
4210,0.0,Critical,20.1,2,288,0.0,1.0,0.0,69.39,13,2011
4211,0.0,Critical,79.6,2,166,1.0,0.0,0.0,51.883,14,2011
4212,0.0,Critical,255.48,2,824,0.0,0.0,0.0,200.09,14,2011
4213,0.0,High,79.6,2,166,1.0,0.0,0.0,25.283,16,2011
4214,0.0,Critical,8.58,2,288,0.0,0.0,0.0,28.14,19,2011
4215,0.0,Critical,16.88,2,188,1.0,0.0,0.0,59.764,19,2011
4216,0.0,High,79.68,2,725,0.0,0.0,0.0,96.56,20,2011
4217,0.0,Critical,148.68,2,875,0.0,0.0,0.0,78.7,22,2011
4218,0.0,High,61.62,2,343,1.0,0.0,0.0,40.76,27,2011
4219,0.0,High,36.42,2,729,1.0,1.0,0.0,91.98,32,2011
4220,0.0,Medium,108.18,2,301,0.0,0.0,0.0,4.11,38,2011
4221,0.0,Medium,96.8,2,230,1.0,1.0,0.0,15.233,40,2011
4222,0.0,High,52.02,2,248,0.0,1.0,0.0,24.02,45,2011
4223,0.0,High,333.36,2,725,0.0,0.0,0.0,164.79,46,2011
4224,0.0,Critical,64.14,2,338,0.0,0.0,0.0,73.0,47,2011
4225,0.0,Critical,149.52,2,332,0.0,0.0,0.0,87.62,48,2011
4226,0.0,High,56.34,2,282,0.0,0.0,0.0,51.32,49,2011
4227,0.0,High,61.44,2,246,1.0,0.0,0.0,29.88,53,2011
4228,0.0,High,97.56,2,488,1.0,1.0,0.0,30.021,53,2011
4229,0.0,Critical,15.69,1,58,0.0,0.0,0.0,20.53,13,2011
4230,0.0,Medium,5.49,1,110,0.0,1.0,0.0,10.01,13,2011
4231,0.0,Medium,12.09,1,110,1.0,1.0,0.0,9.25,17,2011
4232,0.0,Critical,2.85,1,24,0.0,0.0,0.0,7.14,19,2011
4233,0.0,High,0.87,1,22,0.0,0.0,0.0,4.06,21,2011
4234,0.0,Critical,6.33,1,16,0.0,1.0,0.0,3.76,23,2011
4235,0.0,Critical,5.67,1,19,0.0,1.0,0.0,2.62,32,2011
4236,0.0,Critical,24.87,1,57,0.0,0.0,0.0,15.99,35,2011
4237,0.0,High,2.25,1,19,0.0,0.0,0.0,2.81,36,2011
4238,0.0,High,14.49,1,52,1.0,0.0,0.0,7.83,37,2011
4239,0.0,Medium,18.72,1,55,0.0,1.0,0.0,2.41,39,2011
4240,0.0,Medium,16.59,1,49,0.0,1.0,0.0,5.99,45,2011
4241,0.0,Medium,2.88,1,48,1.0,1.0,0.0,3.92,51,2011
4242,0.0,Medium,13.14,1,35,0.0,0.0,0.0,3.923,52,2011
4243,0.0,Critical,3.9,1,44,1.0,0.0,0.0,13.44,52,2011
4244,0.0,Critical,0.51,1,53,0.0,1.0,0.0,18.39,53,2011
4245,0.0,Critical,1.26,1,25,0.0,1.0,0.0,10.03,53,2011
4246,0.0,Critical,9.33,1,25,0.0,0.0,0.0,7.23,53,2011
4247,0.0,Medium,29.67,1,110,1.0,1.0,0.0,14.39,53,2011
4248,0.0,High,22.8,2,51,0.0,0.0,0.0,4.24,5,2011
4249,0.0,Medium,14.76,2,53,1.0,1.0,0.0,1.77,6,2011
4250,0.0,High,25.08,2,101,0.0,0.0,0.0,13.58,14,2011
4251,0.0,High,0.96,2,100,0.0,1.0,0.0,9.27,16,2011
4252,0.0,Medium,31.92,2,84,0.0,1.0,0.0,13.16,20,2011
4253,0.0,Medium,13.56,2,85,0.0,0.0,0.0,4.38,23,2011
4254,0.0,Critical,15.6,2,50,0.0,0.0,0.0,15.75,25,2011
4255,0.0,Medium,12.66,2,32,1.0,0.0,0.0,5.36,34,2011
4256,0.0,High,104.46,2,222,0.0,0.0,0.0,32.71,36,2011
4257,0.0,High,44.34,2,103,0.0,1.0,0.0,15.52,36,2011
4258,0.0,High,28.92,2,88,0.0,1.0,0.0,10.51,39,2011
4259,0.0,High,11.7,2,38,0.0,0.0,0.0,3.9,41,2011
4260,0.0,High,5.76,2,144,0.0,1.0,0.0,22.419,41,2011
4261,0.0,Medium,2.16,2,220,0.0,0.0,0.0,15.67,41,2011
4262,0.0,High,8.16,2,34,1.0,0.0,0.0,7.5,43,2011
4263,0.0,Critical,0.0,2,104,1.0,0.0,0.0,28.43,45,2011
4264,0.0,Critical,59.34,2,220,0.0,0.0,0.0,36.24,49,2011
4265,0.0,Medium,42.06,2,84,1.0,0.0,0.0,11.83,50,2011
4266,0.0,Critical,130.2,4,465,1.0,1.0,0.0,121.21,8,2011
4267,0.0,Critical,6.84,3,57,0.0,1.0,0.0,20.104,9,2011
4268,0.0,High,44.73,3,345,0.0,0.0,0.0,49.98,16,2011
4269,0.0,Medium,54.09,3,132,0.0,1.0,0.0,18.44,17,2011
4270,0.0,Critical,55.98,3,156,1.0,0.0,0.0,52.26,19,2011
4271,0.0,Medium,30.24,3,76,1.0,1.0,0.0,2.21,19,2011
4272,0.0,High,2.04,4,70,0.0,0.0,0.0,6.21,23,2011
4273,0.0,Critical,27.36,4,196,0.0,0.0,0.0,26.73,26,2011
4274,0.0,Medium,51.12,3,150,1.0,0.0,0.0,23.03,33,2011
4275,0.0,Medium,37.98,6,95,0.0,0.0,0.0,1.91,33,2011
4276,0.0,Medium,12.24,3,51,1.0,0.0,0.0,5.9,34,2011
4277,0.0,High,28.53,3,150,0.0,1.0,0.0,17.94,35,2011
4278,0.0,High,9.0,4,76,0.0,1.0,0.0,9.1,36,2011
4279,0.0,High,107.46,3,326,0.0,0.0,0.0,6.34,39,2011
4280,0.0,High,8.64,3,216,1.0,1.0,0.0,20.741,39,2011
4281,0.0,Medium,25.32,4,70,1.0,1.0,0.0,1.44,39,2011
4282,0.0,High,157.14,9,425,0.0,1.0,0.0,14.19,41,2011
4283,0.0,High,7.56,4,64,0.0,1.0,0.0,6.82,41,2011
4284,0.0,High,82.3,5,172,0.0,0.0,0.0,30.669,44,2011
4285,0.0,Critical,65.16,4,434,0.0,0.0,0.0,83.62,44,2011
4286,0.0,Medium,64.2,4,214,0.0,0.0,0.0,22.36,46,2011
4287,0.0,Medium,39.96,4,89,0.0,0.0,0.0,16.93,46,2011
4288,0.0,Critical,19.5,5,218,0.0,0.0,0.0,82.31,48,2011
4289,0.0,High,79.0,10,344,0.0,1.0,0.0,45.618,48,2011
4290,0.0,Critical,110.28,4,221,1.0,0.0,0.0,58.28,52,2011
4291,0.0,Critical,74.28,4,196,0.0,0.0,0.0,57.65,53,2011
4292,0.0,Medium,1.5,5,80,0.0,1.0,0.0,4.386,8,2011
4293,0.0,Medium,32.76,2,67,1.0,1.0,0.0,4.738,9,2011
4294,0.0,Critical,6.7,1,16,1.0,0.0,0.0,0.687,14,2011
4295,0.0,Medium,7.32,2,32,1.0,0.0,0.0,0.875,18,2011
4296,0.0,Critical,0.64,4,67,0.0,0.0,0.0,21.684,27,2011
4297,0.0,High,45.5,7,506,0.0,1.0,0.0,53.56,40,2011
4298,0.0,Medium,67.84,4,141,0.0,1.0,0.0,19.469,45,2011
4299,0.0,Medium,9.12,4,76,0.0,0.0,0.0,10.033,48,2011
4300,0.0,Critical,24.0,5,63,0.0,1.0,0.0,25.59,49,2011
4301,0.0,Medium,12.72,4,67,0.0,1.0,0.0,6.818,52,2011
4302,0.0,High,35.64,3,324,0.0,1.0,0.0,39.98,2,2011
4303,0.0,Medium,0.0,8,177,0.0,1.0,0.0,0.61,5,2011
4304,0.0,Critical,27.12,4,170,0.0,0.0,0.0,6.83,14,2011
4305,0.0,High,74.4,5,257,0.0,1.0,0.0,34.88,16,2011
4306,0.0,Medium,7.56,2,63,0.0,1.0,0.0,5.38,29,2011
4307,0.0,Critical,20.88,2,116,1.0,1.0,0.0,32.17,31,2011
4308,0.0,Critical,15.3,2,85,0.0,1.0,0.0,31.71,32,2011
4309,0.0,Critical,11.34,2,38,1.0,0.0,0.0,6.63,33,2011
4310,0.0,Critical,3.48,2,88,0.0,1.0,0.0,23.51,37,2011
4311,0.0,Medium,25.38,3,57,1.0,0.0,0.0,5.45,39,2011
4312,0.0,High,13.56,2,85,1.0,0.0,0.0,8.15,46,2011
4313,0.0,Medium,21.69,3,70,1.0,1.0,0.0,9.14,47,2011
4314,0.0,Medium,19.11,1,50,1.0,0.0,0.0,7.71,49,2011
4315,0.0,High,28.62,3,67,0.0,1.0,0.0,6.72,52,2011
4316,0.0,Medium,13.77,3,1384,0.0,0.0,0.0,178.98,3,2011
4317,0.0,Medium,57.75,1,141,0.0,0.0,0.0,20.93,4,2011
4318,0.0,Medium,395.76,3,920,0.0,0.0,0.0,45.767,5,2011
4319,0.0,Medium,63.87,1,133,1.0,0.0,0.0,15.16,5,2011
4320,0.0,High,235.04,2,619,0.0,1.0,0.0,107.678,7,2011
4321,0.0,Critical,2.94,7,305,0.0,0.0,0.0,59.42,7,2011
4322,0.0,Critical,327.12,4,682,0.0,0.0,0.0,201.54,7,2011
4323,0.0,Medium,69.93,3,179,0.0,1.0,0.0,17.13,9,2011
4324,0.0,Medium,76.5,2,163,0.0,0.0,0.0,24.42,10,2011
4325,0.0,High,105.96,4,246,0.0,0.0,0.0,65.81,10,2011
4326,0.0,High,65.7,6,1096,0.0,1.0,0.0,100.65,10,2011
